Year,Geography,data.Offences,data.Age of accused,data.Sex of accused,Value
2018/2019,Canada,data.Crimes against the person,55 years and over,Males,168.0
2014/2015,Canada,data.Crimes against the person,55 years and over,Females,139.0
2015/2016,Canada,data.Crimes against the person,55 years and over,Females,128.0
2016/2017,Canada,data.Crimes against the person,55 years and over,Females,135.0
2017/2018,Canada,data.Crimes against the person,55 years and over,Females,134.0
2018/2019,Canada,data.Crimes against the person,55 years and over,Females,142.0
2014/2015,Canada,data.Crimes against the person,55 years and over,data.Sex unknown,184.0
2015/2016,Canada,data.Crimes against the person,55 years and over,data.Sex unknown,204.0
2016/2017,Canada,data.Crimes against the person,55 years and over,data.Sex unknown,207.0
2017/2018,Canada,data.Crimes against the person,55 years and over,data.Sex unknown,196.0
2018/2019,Canada,data.Crimes against the person,55 years and over,data.Sex unknown,169.0
2014/2015,Canada,data.Crimes against property,data.Total - age of accused,data.Total - sex of accused,106.0
2015/2016,Canada,data.Crimes against property,data.Total - age of accused,data.Total - sex of accused,112.0
2016/2017,Canada,data.Crimes against property,data.Total - age of accused,data.Total - sex of accused,122.0
2017/2018,Canada,data.Crimes against property,data.Total - age of accused,data.Total - sex of accused,125.0
2018/2019,Canada,data.Crimes against property,data.Total - age of accused,data.Total - sex of accused,129.0
2014/2015,Canada,data.Crimes against property,data.Total - age of accused,Males,106.0
2015/2016,Canada,data.Crimes against property,data.Total - age of accused,Males,110.0
2016/2017,Canada,data.Crimes against property,data.Total - age of accused,Males,122.0
2017/2018,Canada,data.Crimes against property,data.Total - age of accused,Males,123.0
2018/2019,Canada,data.Crimes against property,data.Total - age of accused,Males,129.0
2014/2015,Canada,data.Crimes against property,data.Total - age of accused,Females,99.0
2015/2016,Canada,data.Crimes against property,data.Total - age of accused,Females,106.0
2016/2017,Canada,data.Crimes against property,data.Total - age of accused,Females,118.0
2017/2018,Canada,data.Crimes against property,data.Total - age of accused,Females,122.0
2018/2019,Canada,data.Crimes against property,data.Total - age of accused,Females,127.0
2014/2015,Canada,data.Crimes against property,data.Total - age of accused,data.Company,88.0
2015/2016,Canada,data.Crimes against property,data.Total - age of accused,data.Company,103.0
2016/2017,Canada,data.Crimes against property,data.Total - age of accused,data.Company,192.0
2017/2018,Canada,data.Crimes against property,data.Total - age of accused,data.Company,226.0
2018/2019,Canada,data.Crimes against property,data.Total - age of accused,data.Company,351.0
2014/2015,Canada,data.Crimes against property,data.Total - age of accused,data.Sex unknown,160.0
2015/2016,Canada,data.Crimes against property,data.Total - age of accused,data.Sex unknown,157.0
2016/2017,Canada,data.Crimes against property,data.Total - age of accused,data.Sex unknown,171.0
2017/2018,Canada,data.Crimes against property,data.Total - age of accused,data.Sex unknown,167.0
2018/2019,Canada,data.Crimes against property,data.Total - age of accused,data.Sex unknown,155.0
2014/2015,Canada,data.Crimes against property,data.18 to 24 years,data.Total - sex of accused,116.0
2015/2016,Canada,data.Crimes against property,data.18 to 24 years,data.Total - sex of accused,121.0
2016/2017,Canada,data.Crimes against property,data.18 to 24 years,data.Total - sex of accused,134.0
2017/2018,Canada,data.Crimes against property,data.18 to 24 years,data.Total - sex of accused,137.0
2018/2019,Canada,data.Crimes against property,data.18 to 24 years,data.Total - sex of accused,143.0
2014/2015,Canada,data.Crimes against property,data.18 to 24 years,Males,117.0
2015/2016,Canada,data.Crimes against property,data.18 to 24 years,Males,123.0
2016/2017,Canada,data.Crimes against property,data.18 to 24 years,Males,135.0
2017/2018,Canada,data.Crimes against property,data.18 to 24 years,Males,138.0
2018/2019,Canada,data.Crimes against property,data.18 to 24 years,Males,145.0
2014/2015,Canada,data.Crimes against property,data.18 to 24 years,Females,101.0
2015/2016,Canada,data.Crimes against property,data.18 to 24 years,Females,107.0
2016/2017,Canada,data.Crimes against property,data.18 to 24 years,Females,120.0
2017/2018,Canada,data.Crimes against property,data.18 to 24 years,Females,127.0
2018/2019,Canada,data.Crimes against property,data.18 to 24 years,Females,131.0
2014/2015,Canada,data.Crimes against property,data.18 to 24 years,data.Sex unknown,170.0
2015/2016,Canada,data.Crimes against property,data.18 to 24 years,data.Sex unknown,155.0
2016/2017,Canada,data.Crimes against property,data.18 to 24 years,data.Sex unknown,177.0
2017/2018,Canada,data.Crimes against property,data.18 to 24 years,data.Sex unknown,183.0
2018/2019,Canada,data.Crimes against property,data.18 to 24 years,data.Sex unknown,171.0
2014/2015,Canada,data.Crimes against property,25 to 34 years,data.Total - sex of accused,106.0
2015/2016,Canada,data.Crimes against property,25 to 34 years,data.Total - sex of accused,113.0
2016/2017,Canada,data.Crimes against property,25 to 34 years,data.Total - sex of accused,123.0
2017/2018,Canada,data.Crimes against property,25 to 34 years,data.Total - sex of accused,124.0
2018/2019,Canada,data.Crimes against property,25 to 34 years,data.Total - sex of accused,133.0
2014/2015,Canada,data.Crimes against property,25 to 34 years,Males,106.0
2015/2016,Canada,data.Crimes against property,25 to 34 years,Males,108.0
2016/2017,Canada,data.Crimes against property,25 to 34 years,Males,120.0
2017/2018,Canada,data.Crimes against property,25 to 34 years,Males,120.0
2018/2019,Canada,data.Crimes against property,25 to 34 years,Males,131.0
2014/2015,Canada,data.Crimes against property,25 to 34 years,Females,106.0
2015/2016,Canada,data.Crimes against property,25 to 34 years,Females,113.0
2016/2017,Canada,data.Crimes against property,25 to 34 years,Females,125.0
2017/2018,Canada,data.Crimes against property,25 to 34 years,Females,127.0
2018/2019,Canada,data.Crimes against property,25 to 34 years,Females,134.0
2014/2015,Canada,data.Crimes against property,25 to 34 years,data.Sex unknown,146.0
2015/2016,Canada,data.Crimes against property,25 to 34 years,data.Sex unknown,167.0
2016/2017,Canada,data.Crimes against property,25 to 34 years,data.Sex unknown,169.0
2017/2018,Canada,data.Crimes against property,25 to 34 years,data.Sex unknown,168.0
2018/2019,Canada,data.Crimes against property,25 to 34 years,data.Sex unknown,150.0
2014/2015,Canada,data.Crimes against property,35 to 44 years,data.Total - sex of accused,106.0
2015/2016,Canada,data.Crimes against property,35 to 44 years,data.Total - sex of accused,112.0
2016/2017,Canada,data.Crimes against property,35 to 44 years,data.Total - sex of accused,123.0
2017/2018,Canada,data.Crimes against property,35 to 44 years,data.Total - sex of accused,125.0
2018/2019,Canada,data.Crimes against property,35 to 44 years,data.Total - sex of accused,127.0
2014/2015,Canada,data.Crimes against property,35 to 44 years,Males,104.0
2015/2016,Canada,data.Crimes against property,35 to 44 years,Males,108.0
2016/2017,Canada,data.Crimes against property,35 to 44 years,Males,121.0
2017/2018,Canada,data.Crimes against property,35 to 44 years,Males,120.0
2018/2019,Canada,data.Crimes against property,35 to 44 years,Males,124.0
2014/2015,Canada,data.Crimes against property,35 to 44 years,Females,99.0
2015/2016,Canada,data.Crimes against property,35 to 44 years,Females,112.0
2016/2017,Canada,data.Crimes against property,35 to 44 years,Females,120.0
2017/2018,Canada,data.Crimes against property,35 to 44 years,Females,127.0
2018/2019,Canada,data.Crimes against property,35 to 44 years,Females,129.0
2014/2015,Canada,data.Crimes against property,35 to 44 years,data.Sex unknown,164.0
2015/2016,Canada,data.Crimes against property,35 to 44 years,data.Sex unknown,160.0
2016/2017,Canada,data.Crimes against property,35 to 44 years,data.Sex unknown,181.0
2017/2018,Canada,data.Crimes against property,35 to 44 years,data.Sex unknown,171.0
2018/2019,Canada,data.Crimes against property,35 to 44 years,data.Sex unknown,151.0
2014/2015,Canada,data.Crimes against property,45 to 54 years,data.Total - sex of accused,98.0
2015/2016,Canada,data.Crimes against property,45 to 54 years,data.Total - sex of accused,105.0
2016/2017,Canada,data.Crimes against property,45 to 54 years,data.Total - sex of accused,114.0
2017/2018,Canada,data.Crimes against property,45 to 54 years,data.Total - sex of accused,121.0
2018/2019,Canada,data.Crimes against property,45 to 54 years,data.Total - sex of accused,125.0
2014/2015,Canada,data.Crimes against property,45 to 54 years,Males,98.0
2015/2016,Canada,data.Crimes against property,45 to 54 years,Males,102.0
2016/2017,Canada,data.Crimes against property,45 to 54 years,Males,114.0
2017/2018,Canada,data.Crimes against property,45 to 54 years,Males,121.0
2018/2019,Canada,data.Crimes against property,45 to 54 years,Males,123.0
2014/2015,Canada,data.Crimes against property,45 to 54 years,Females,92.0
2015/2016,Canada,data.Crimes against property,45 to 54 years,Females,99.0
2016/2017,Canada,data.Crimes against property,45 to 54 years,Females,110.0
2017/2018,Canada,data.Crimes against property,45 to 54 years,Females,120.0
2018/2019,Canada,data.Crimes against property,45 to 54 years,Females,123.0
2014/2015,Canada,data.Crimes against property,45 to 54 years,data.Sex unknown,141.0
2015/2016,Canada,data.Crimes against property,45 to 54 years,data.Sex unknown,152.0
2016/2017,Canada,data.Crimes against property,45 to 54 years,data.Sex unknown,155.0
2017/2018,Canada,data.Crimes against property,45 to 54 years,data.Sex unknown,145.0
2018/2019,Canada,data.Crimes against property,45 to 54 years,data.Sex unknown,164.0
2014/2015,Canada,data.Crimes against property,55 years and over,data.Total - sex of accused,72.0
2015/2016,Canada,data.Crimes against property,55 years and over,data.Total - sex of accused,78.0
2016/2017,Canada,data.Crimes against property,55 years and over,data.Total - sex of accused,91.0
2017/2018,Canada,data.Crimes against property,55 years and over,data.Total - sex of accused,93.0
2018/2019,Canada,data.Crimes against property,55 years and over,data.Total - sex of accused,99.0
2014/2015,Canada,data.Crimes against property,55 years and over,Males,75.0
2015/2016,Canada,data.Crimes against property,55 years and over,Males,79.0
2016/2017,Canada,data.Crimes against property,55 years and over,Males,93.0
2017/2018,Canada,data.Crimes against property,55 years and over,Males,99.0
2018/2019,Canada,data.Crimes against property,55 years and over,Males,101.0
2014/2015,Canada,data.Crimes against property,55 years and over,Females,64.0
2015/2016,Canada,data.Crimes against property,55 years and over,Females,64.0
2016/2017,Canada,data.Crimes against property,55 years and over,Females,73.0
2017/2018,Canada,data.Crimes against property,55 years and over,Females,78.0
2018/2019,Canada,data.Crimes against property,55 years and over,Females,85.0
2014/2015,Canada,data.Crimes against property,55 years and over,data.Sex unknown,137.0
2015/2016,Canada,data.Crimes against property,55 years and over,data.Sex unknown,157.0
2016/2017,Canada,data.Crimes against property,55 years and over,data.Sex unknown,166.0
2017/2018,Canada,data.Crimes against property,55 years and over,data.Sex unknown,110.0
2018/2019,Canada,data.Crimes against property,55 years and over,data.Sex unknown,127.0
2014/2015,Canada,data.Administration of justice,data.Total - age of accused,data.Total - sex of accused,75.0
2015/2016,Canada,data.Administration of justice,data.Total - age of accused,data.Total - sex of accused,79.0
2016/2017,Canada,data.Administration of justice,data.Total - age of accused,data.Total - sex of accused,86.0
2017/2018,Canada,data.Administration of justice,data.Total - age of accused,data.Total - sex of accused,84.0
2018/2019,Canada,data.Administration of justice,data.Total - age of accused,data.Total - sex of accused,86.0
2014/2015,Canada,data.Administration of justice,data.Total - age of accused,Males,70.0
2015/2016,Canada,data.Administration of justice,data.Total - age of accused,Males,75.0
2016/2017,Canada,data.Administration of justice,data.Total - age of accused,Males,83.0
2017/2018,Canada,data.Administration of justice,data.Total - age of accused,Males,81.0
2018/2019,Canada,data.Administration of justice,data.Total - age of accused,Males,84.0
2014/2015,Canada,data.Administration of justice,data.Total - age of accused,Females,80.0
2015/2016,Canada,data.Administration of justice,data.Total - age of accused,Females,87.0
2016/2017,Canada,data.Administration of justice,data.Total - age of accused,Females,92.0
2017/2018,Canada,data.Administration of justice,data.Total - age of accused,Females,90.0
2018/2019,Canada,data.Administration of justice,data.Total - age of accused,Females,98.0
2014/2015,Canada,data.Administration of justice,data.Total - age of accused,data.Company,4.0
2015/2016,Canada,data.Administration of justice,data.Total - age of accused,data.Company,14.0
2016/2017,Canada,data.Administration of justice,data.Total - age of accused,data.Company,53.0
2017/2018,Canada,data.Administration of justice,data.Total - age of accused,data.Company,49.0
2018/2019,Canada,data.Administration of justice,data.Total - age of accused,data.Company,78.0
2014/2015,Canada,data.Administration of justice,data.Total - age of accused,data.Sex unknown,103.0
2015/2016,Canada,data.Administration of justice,data.Total - age of accused,data.Sex unknown,102.0
2016/2017,Canada,data.Administration of justice,data.Total - age of accused,data.Sex unknown,99.0
2017/2018,Canada,data.Administration of justice,data.Total - age of accused,data.Sex unknown,84.0
2018/2019,Canada,data.Administration of justice,data.Total - age of accused,data.Sex unknown,85.0
2014/2015,Canada,data.Administration of justice,data.18 to 24 years,data.Total - sex of accused,83.0
2015/2016,Canada,data.Administration of justice,data.18 to 24 years,data.Total - sex of accused,90.0
2016/2017,Canada,data.Administration of justice,data.18 to 24 years,data.Total - sex of accused,94.0
2017/2018,Canada,data.Administration of justice,data.18 to 24 years,data.Total - sex of accused,94.0
2018/2019,Canada,data.Administration of justice,data.18 to 24 years,data.Total - sex of accused,97.0
2014/2015,Canada,data.Administration of justice,data.18 to 24 years,Males,79.0
2015/2016,Canada,data.Administration of justice,data.18 to 24 years,Males,87.0
2016/2017,Canada,data.Administration of justice,data.18 to 24 years,Males,92.0
2017/2018,Canada,data.Administration of justice,data.18 to 24 years,Males,96.0
2018/2019,Canada,data.Administration of justice,data.18 to 24 years,Males,98.0
2014/2015,Canada,data.Administration of justice,data.18 to 24 years,Females,80.0
2015/2016,Canada,data.Administration of justice,data.18 to 24 years,Females,88.0
2016/2017,Canada,data.Administration of justice,data.18 to 24 years,Females,95.0
2017/2018,Canada,data.Administration of justice,data.18 to 24 years,Females,93.0
